,text,entity_indices,entities,labels,relations,edges
7483,My friend puts tea in a thermos to take to work,"(3, 6)","['tea', 'thermos']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
7484,The white fatty substance obtained from the head of the sperm whale was used in pharmaceuticals and candles,"(3, 15)","['substance', 'pharmaceuticals']",Other,['Other'],NA
7485,The dose makes the poison,"(1, 4)","['dose', 'poison']",Other,['Other'],NA
7486,To demonstrate the performance of the mixer the researchers used a cold shock protein from the bacterium Thermotoga maritime,"(8, 13)","['researchers', 'protein']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7487,While the Yale biologists created the versatile protein mimic from DNA Breaker theorizes that a similar enzyme could be created with RNA which many scientists believe is the strongest candidate for being the precursor of all other life forms,"(3, 8)","['biologists', 'mimic']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7488,The food is made from scratch fresh daily,"(1, 5)","['food', 'scratch']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7489,The land was farmed for cattle but segments of the forests were sold off and the chapel fell into disrepair,"(1, 5)","['land', 'cattle']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
7490,The margarine is imitation butter was without the superior flavor and pleasant mouthfeel,"(3, 4)","['imitation', 'butter']",Other,['Other'],NA
7491,The tools made the job easy when it could have been a nightmare,"(1, 4)","['tools', 'job']",Other,['Other'],NA
7492,Companies face big risk from loss of key employees,"(3, 5)","['risk', 'loss']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7493,The story put wine in a positive health light and pointed out that it was superior to other foods in that particular regard,"(3, 8)","['wine', 'positive health light']",Other,['Other'],NA
7494,The person fell from the tree,"(1, 5)","['person', 'tree']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7495,The shelves contained books with sinister-sounding titles such as Crime and Punishment Days of Wrath Death Walks Among You and a few others,"(1, 3)","['shelves', 'books']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7496,Once it was the middle of winter and the snowflakes fell from the sky like feathers,"(9, 13)","['snowflakes', 'sky']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7497,On October 28 2003 a worker was using a hammer to tap the arms of a truck cabstand into a vertical position when the cabstand arms collapsed in an unintended opposite direction causing the cab to slide off the stand onto the worker arm,"(5, 9)","['worker', 'hammer']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7498,The crypt contained the tomb of St Paul but the altar had hidden it,"(1, 4)","['crypt', 'tomb']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7499,The PI login is created by the administrator,"(2, 7)","['login', 'administrator']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7500,Heating oil is similar to diesel oil and the process of refining it is very similar,"(5, 6)","['diesel', 'oil']",Other,['Other'],NA
7501,That because nostalgia serves a useful defensive and reparative function it took the sting from a painful episode in his life by shading the script,"(13, 17)","['sting', 'painful episode']",Other,['Other'],NA
7502,The plane makes a parabolic maneuver much like a roller coaster with steep climbs and descents that simulates zero gravity conditions,"(1, 5)","['plane', 'maneuver']",Other,['Other'],NA
7503,Some people experience tremors after drinking coffee and tea,"(3, 5)","['tremors', 'drinking']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7504,Im running a charity that helps the poorest school libraries in the US,"(3, 9)","['charity', 'libraries']",Other,['Other'],NA
7505,Hitting out of anger is absolutely wrong,"(0, 3)","['Hitting', 'anger']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7506,The president used the pretext of national security,"(1, 4)","['president', 'pretext']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7507,These characteristics are inconsistent with observations from earthquakes of comparable distance and magnitude to those that dominate the hazard at Yucca Mountain,"(5, 7)","['observations', 'earthquakes']",Other,['Other'],NA
7508,He derives great joy and happiness from cycling,"(5, 7)","['happiness', 'cycling']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7509,The man cannot be too old - in his middle thirties - but his face exhibits more wrinkles from smiling than I seen upon the mug of the happiest of grandparents,"(17, 19)","['wrinkles', 'smiling']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7510,The book has as its backdrop the political controversy over euthanasia in Australia where the author is senior lecturer in the Health Law Program,"(1, 10)","['book', 'euthanasia']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
7511,I am amazed how the sound is making things bounce off the walls in my house,"(12, 15)","['walls', 'house']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
7512,At their peak on Saturday 23 September the powerboat manufacturer sold a new boat every 28 minutes,"(8, 9)","['powerboat', 'manufacturer']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7513,The randomized hypertensive ABCD study demonstrated a decrease in myocardial infarction with ACE inhibitors and a decrease in overall mortality with aggressive blood pressure control,"(16, 24)","['decrease', 'control']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7514,The scientist applied a method called recombineering to the fruitfly genes,"(1, 4)","['scientist', 'method']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7515,The resulting shockwaves produced the metal-forming conditions for periods of 100-200 ns,"(2, 6)","['shockwaves', 'conditions']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
7516,The software uses the wrong comment marks for PHP files,"(1, 6)","['software', 'marks']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7517,I found some candy in my underwear,"(3, 6)","['candy', 'underwear']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
7518,Once the prisoners had created the trapdoors they were ready to start digging the tunnels but there was a major problem to overcome,"(2, 6)","['prisoners', 'trapdoors']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7519,This skateboard company designs skateboards specifically for girls,"(1, 2)","['skateboard', 'company']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7520,Myles and Simpson also identify defensive behaviour from learners like lashing out verbally or physically or threatening the educators or other learners and withdrawing from others emotionally or physically,"(6, 8)","['behaviour', 'learners']",Other,['Other'],NA
7521,Another drinking accident happened in the Gallup area the other day which is plagued by drinking and driving accidents,"(1, 2)","['drinking', 'accident']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
7522,The programmer made a mistake with respect to quoting but it appeared as over-quoting instead of lurking as a security problem,"(1, 4)","['programmer', 'mistake']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
7523,In almost all of the incidents the attacker developed the idea to harm the target before the attack,"(7, 10)","['attacker', 'idea']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7524,The quotation is from the preface to the fourth edition,"(1, 5)","['quotation', 'preface']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7525,In America generations of Portuguese immigrants from the mainland Azores and Madeira have brought their often-simple but diverse and always tasty cuisine,"(5, 8)","['immigrants', 'mainland']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7526,The temperature inside the car was 79 degrees,"(1, 4)","['temperature', 'car']",Other,['Other'],NA
7527,Her employment at this mustard company is considered the earliest recorded evidence of a company specifically hiring an industrial nurse,"(4, 5)","['mustard', 'company']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7528,Digital computers actually execute numerical instructions bitstrings that contain information in the native language created by the machine designers,"(13, 18)","['language', 'designers']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7529,The bag contained books a cell phone and notepads,"(1, 3)","['bag', 'books']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7530,Entrepreneurship out of necessity is quite common in Europe where 60% of female headed businesses in Northern Europe and 70% in Southern Europe are established for this reason,"(0, 3)","['Entrepreneurship', 'necessity']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7531,The actor played a psychopathic preacher with a restrained malice,"(1, 9)","['actor', 'malice']",Other,['Other'],NA
7532,A nurse helps the caregiver,"(1, 4)","['nurse', 'caregiver']",Other,['Other'],NA
7533,Beginning in 1966-67 the club made the playoffs nine consecutive seasons the only NHL team of the period to accomplish that feat,"(4, 7)","['club', 'playoffs']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
7534,Anthony finds inspiration in a beautiful enigmatic older woman who teaches him to follow his heart and find happiness through swing dancing,"(18, 21)","['happiness', 'dancing']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7535,The author applied the above-mentioned simple dovetailer to all computable universes,"(1, 6)","['author', 'dovetailer']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7536,St John wort reduced the severity of depression after six weeks,"(7, 10)","['depression', 'weeks']",Other,['Other'],NA
7537,Statistical analysis was made using the PCSM program,"(1, 7)","['analysis', 'program']",Other,['Other'],NA
7538,They generally bought grapes from farmers or else they bought wine produced by cooperative wineries,"(10, 14)","['wine', 'wineries']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7539,Habitat degradation from within stream channels loss of riparian vegetation and reductions in water quality degrade and also limit the population,"(1, 5)","['degradation', 'channels']",Other,['Other'],NA
7540,Located near the equator in South America the cocoa tree produces cocoa beans the source of all chocolate,"(9, 12)","['cocoa tree', 'cocoa beans']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7541,They often have a pump over the drainage hole to draw the waste water towards it,"(4, 8)","['pump', 'hole']",Other,['Other'],NA
7542,The retailerer reported the income from a coupon face value and its related handling fee at the time the coupon was received from the customer,"(19, 24)","['coupon', 'customer']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7543,Surgery is reserved for treating residual disease six to eight weeks after radiation therapy or for recurrence,"(10, 13)","['weeks', 'therapy']",Other,['Other'],NA
7544,Im finding the most joy comes from Asian flavours beautiful fresh fish things that have been marinated roasted vegetables meats that intensify in flavour during the cooking process and dishes made from the most brilliant fresh in-season food,"(4, 8)","['joy', 'flavours']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7545,A cancer survivor writes about the relatively rare occurrence of calcification of the breast after radiation therapy,"(10, 16)","['calcification', 'therapy']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7546,Batteries stored in contact with one another generate heat and hydrogen gas,"(0, 3)","['Batteries', 'contact']",Other,['Other'],NA
7547,Of the situation in the fifteenth century Parkes remarks The mass of the people cultivated the land,"(10, 16)","['mass', 'land']",Other,['Other'],NA
7548,His tendency to experience pathological anxiety from his early years and his tendency to respond to novelty change and challenges with an exaggerated anxiety response were noted,"(5, 9)","['anxiety', 'years']",Other,['Other'],NA
7549,We put frozen prawns in the popcorn maker and we obtained prawn crackers,"(3, 7)","['prawns', 'popcorn maker']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
7550,The entire site was actively farmed during the 2004 growing season and aerial photography indicates the site has been farmed for multiple years,"(16, 22)","['site', 'years']",Other,['Other'],NA
7551,The neutrons were produced by bombarding a tritium target with deuterium,"(1, 5)","['neutrons', 'bombarding']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7552,Before doing for his hair reduction by laser treatment he first consulted with a dermatologist,"(5, 8)","['reduction', 'treatment']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
